"Date","Price","Open","High","Low","Vol.","Change %"
"02/27/2025","337.20","327.00","338.80","325.90","2.55M","2.84%"
"02/26/2025","327.90","322.50","328.80","322.50","2.68M","1.96%"
"02/25/2025","321.60","325.00","328.50","321.40","2.19M","-1.29%"
"02/24/2025","325.80","327.30","328.80","322.20","1.81M","0.12%"
"02/21/2025","325.40","330.40","332.60","325.10","1.47M","-1.12%"
"02/20/2025","329.10","326.40","333.50","323.10","2.30M","0.98%"
"02/19/2025","325.90","335.30","335.30","325.50","3.49M","-3.08%"
"02/18/2025","336.25","334.80","342.40","333.60","3.44M","-0.12%"
"02/17/2025","336.65","337.10","339.80","335.30","1.87M","-0.22%"
"02/14/2025","337.40","346.20","349.20","336.50","2.42M","-3.07%"
"02/13/2025","348.10","351.10","356.40","347.25","2.15M","-0.11%"
"02/12/2025","348.50","343.20","350.90","343.20","2.60M","0.17%"
"02/11/2025","347.90","341.90","356.60","336.85","6.03M","-1.72%"
"02/10/2025","354.00","362.40","362.40","353.90","3.65M","-3.13%"
"02/07/2025","365.45","363.10","368.00","362.00","2.61M","0.81%"
"02/06/2025","362.50","353.40","363.05","352.40","3.76M","3.36%"
"02/05/2025","350.70","348.40","350.70","345.40","2.81M","0.92%"
"02/04/2025","347.50","343.10","348.40","341.80","2.34M","2.09%"
"02/03/2025","340.40","329.40","341.70","328.70","3.33M","0.95%"
"01/31/2025","337.20","335.60","340.40","334.50","1.77M","0.99%"
"01/30/2025","333.90","330.60","336.40","330.20","1.77M","1.21%"
"01/29/2025","329.90","324.90","332.50","324.90","2.22M","2.07%"
"01/28/2025","323.20","323.00","324.40","316.30","2.13M","-0.12%"
"01/27/2025","323.60","325.80","327.80","320.80","2.61M","-1.22%"
"01/24/2025","327.60","332.90","333.70","326.50","2.17M","-1.33%"
"01/23/2025","332.00","330.60","333.40","324.80","2.73M","0.85%"
"01/22/2025","329.20","330.90","333.70","327.45","3.09M","-0.09%"
"01/21/2025","329.50","323.30","330.25","323.30","3.88M","2.01%"
"01/20/2025","323.00","318.45","325.70","317.45","2.56M","1.68%"
"01/17/2025","317.65","315.60","318.40","314.30","2.76M","1.29%"
"01/16/2025","313.60","318.70","319.85","311.70","3.93M","-1.26%"
"01/15/2025","317.60","309.30","317.70","307.80","4.12M","2.68%"
"01/14/2025","309.30","307.40","312.20","305.60","2.47M","1.34%"
"01/13/2025","305.20","313.00","314.10","302.00","4.22M","-3.11%"
"01/10/2025","315.00","312.40","316.80","305.55","4.42M","0.93%"
"01/09/2025","312.10","308.00","313.65","306.60","2.54M","1.79%"
"01/08/2025","306.60","305.00","309.90","304.40","2.81M","1.02%"
"01/07/2025","303.50","298.50","305.00","296.00","2.61M","2.19%"
"01/06/2025","297.00","297.40","298.10","281.80","3.11M","-0.44%"
"01/03/2025","298.30","304.30","304.70","295.95","938.11K","-1.16%"
"01/02/2025","301.80","301.60","304.00","293.80","1.96M","-0.17%"
"12/31/2024","302.30","301.40","304.40","300.25","344.45K","-0.36%"
"12/30/2024","303.40","299.00","303.50","298.80","1.34M","0.86%"
"12/27/2024","300.80","302.80","304.20","298.30","1.51M","-0.07%"
"12/24/2024","301.00","300.90","304.90","299.20","1.55M","-0.20%"
"12/23/2024","301.60","306.10","307.10","300.80","1.19M","-1.08%"
"12/20/2024","304.90","304.80","305.80","300.70","1.71M","1.03%"
"12/19/2024","301.80","297.90","302.05","296.50","1.91M","-0.46%"
"12/18/2024","303.20","300.60","304.90","300.15","2.36M","1.98%"
"12/17/2024","297.30","295.80","300.10","295.80","2.56M","0.34%"
"12/16/2024","296.30","292.10","298.55","292.10","2.73M","1.11%"
"12/13/2024","293.05","291.10","295.20","291.10","2.18M","0.39%"
"12/12/2024","291.90","290.00","295.60","289.10","3.63M","1.42%"
"12/11/2024","287.80","284.50","290.70","284.50","2.99M","1.95%"
"12/10/2024","282.30","278.10","283.20","274.50","2.51M","0.25%"
"12/09/2024","281.60","284.60","286.10","280.90","2.32M","-0.71%"
"12/06/2024","283.60","282.80","285.40","282.00","2.11M","0.32%"
"12/05/2024","282.70","275.30","282.90","274.30","3.07M","2.84%"
"12/04/2024","274.90","266.80","276.60","266.60","4.74M","3.93%"
"12/03/2024","264.50","261.70","266.40","261.70","2.64M","1.19%"
"12/02/2024","261.40","259.60","262.20","259.10","2.49M","0.31%"
"11/29/2024","260.60","260.30","262.10","258.30","1.50M","-0.08%"
"11/28/2024","260.80","256.80","262.40","256.80","2.22M","2.27%"
"11/27/2024","255.00","252.00","257.10","251.60","4.44M","0.75%"
"11/26/2024","253.10","252.50","253.80","250.75","2.44M","-0.47%"
"11/25/2024","254.30","247.00","254.80","245.90","2.30M","3.58%"
"11/22/2024","245.50","246.20","247.00","242.80","2.75M","-0.04%"
"11/21/2024","245.60","242.20","246.55","242.20","4.15M","1.40%"
"11/20/2024","242.20","240.90","244.50","239.50","5.12M","1.25%"
"11/19/2024","239.20","243.40","244.00","234.90","3.82M","-2.17%"
"11/18/2024","244.50","241.95","245.00","241.50","2.45M","1.16%"
"11/15/2024","241.70","238.20","242.80","237.70","1.49M","1.26%"
"11/14/2024","238.70","236.90","240.40","236.80","3.37M","1.49%"
"11/13/2024","235.20","237.70","238.30","234.20","2.62M","-0.97%"
"11/12/2024","237.50","239.70","240.80","236.85","3.51M","-0.88%"
"11/11/2024","239.60","235.30","240.10","233.60","3.54M","2.83%"
"11/08/2024","233.00","230.00","236.10","229.80","8.99M","6.88%"
"11/07/2024","218.00","211.80","218.20","208.20","4.65M","-1.89%"
"11/06/2024","222.20","218.20","223.35","218.20","3.16M","3.49%"
"11/05/2024","214.70","211.10","215.30","211.10","1.34M","0.56%"
"11/04/2024","213.50","212.40","214.85","212.10","1.64M","0.42%"
"11/01/2024","212.60","210.00","213.10","207.30","2.53M","0.81%"
"10/31/2024","210.90","209.60","212.25","209.10","2.18M","0.17%"
"10/30/2024","210.55","210.50","212.40","209.35","3.77M","0.84%"
